lineNum,countryCode,year,sex,sport,sportcode,goldInSport,silverInSport,bronzeInSport,goldInSportCode,silverInSportCode,bronzeInSportCode,goldInSportCodeSex,silverInSportCodeSex,bronzeInSportCodeSex,athletesBaseThisYear,athletesCodeThisYear,athletesSexThisYear,athletesBothThisYear,athletesLastYear,athletesCodeLastYear,athletesSexLastYear,athletesBothLastYear
6999,123,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
7000,123,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
7001,123,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
7002,123,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
7003,123,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
7004,123,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
7005,123,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
7006,123,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
7007,123,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
7008,123,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
7009,123,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
7010,123,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
7011,124,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7012,124,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7013,124,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7014,124,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,1
7015,124,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7016,124,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7017,124,31,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,1
7018,124,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,0
7019,124,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
7020,124,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7021,124,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7022,124,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7023,124,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7024,124,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7025,124,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7026,124,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7027,124,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7028,124,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7029,124,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7030,124,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7031,124,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
7032,124,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
7033,124,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
7034,124,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
7035,124,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
7036,124,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7037,124,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7038,124,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7039,124,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7040,124,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7041,124,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
7042,124,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0
7043,124,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7044,124,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7045,124,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7046,124,31,1,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,1
7047,124,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7048,124,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7049,124,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7050,124,31,1,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7051,124,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7052,124,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7053,124,31,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7054,124,31,1,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,1
7055,124,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7056,124,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7057,124,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7058,124,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7059,124,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,0
7060,124,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7061,124,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7062,124,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7063,124,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7064,124,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7065,124,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7066,124,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7067,124,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0
7068,125,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7069,125,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7070,125,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7071,125,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,19,1
7072,125,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7073,125,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,19,0
7074,125,31,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,19,2
7075,125,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7076,125,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,29,0
7077,125,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7078,125,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7079,125,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7080,125,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7081,125,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7082,125,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7083,125,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7084,125,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7085,125,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7086,125,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,19,0
7087,125,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7088,125,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,29,0
7089,125,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,29,0
7090,125,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,29,0
7091,125,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,29,0
7092,125,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,29,0
7093,125,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7094,125,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7095,125,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7096,125,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7097,125,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7098,125,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,29,0
7099,125,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,29,0
7100,125,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7101,125,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7102,125,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7103,125,31,1,22,39,0,4,2,1,5,6,0,2,6,0,0,0,0,48,20,19,5
7104,125,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7105,125,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7106,125,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7107,125,31,1,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7108,125,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7109,125,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7110,125,31,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7111,125,31,1,32,51,0,2,2,0,1,1,0,1,1,0,0,0,0,48,8,19,2
7112,125,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7113,125,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7114,125,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7115,125,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7116,125,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7117,125,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7118,125,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7119,125,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7120,125,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7121,125,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7122,125,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,48,10,19,7
7123,125,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7124,125,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0
7125,126,31,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,121,2,41,0
7126,126,31,1,0,1,0,0,10,0,0,1,0,0,1,0,0,0,0,121,18,41,0
7127,126,31,1,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,121,5,41,0
7128,126,31,1,0,3,0,0,10,2,6,9,0,0,9,0,0,0,0,121,11,41,1
7129,126,31,1,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,121,0,41,0
7130,126,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1,41,1
7131,126,31,1,2,6,2,4,8,2,2,7,1,2,7,0,0,0,0,121,7,41,3
7132,126,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1,41,0
7133,126,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,80,0
7134,126,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,41,0
7135,126,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,41,0
7136,126,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,41,0
7137,126,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,121,6,41,4
7138,126,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,41,0
7139,126,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,41,0
7140,126,31,1,12,19,2,0,0,0,0,0,0,0,0,0,0,0,0,121,0,41,0
7141,126,31,1,12,20,2,0,0,0,0,0,0,0,0,0,0,0,0,121,0,41,0
7142,126,31,1,12,21,2,0,0,0,0,0,0,0,0,0,0,0,0,121,3,41,2
7143,126,31,1,12,22,2,0,0,1,0,0,1,0,0,0,0,0,0,121,7,41,4
7144,126,31,1,12,23,2,0,0,0,0,0,0,0,0,0,0,0,0,121,3,41,0
7145,126,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,80,0
7146,126,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,80,0
7147,126,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,80,0
7148,126,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,80,0
7149,126,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,80,0
7150,126,31,1,14,29,2,0,4,1,7,5,1,0,5,0,0,0,0,121,0,41,0
7151,126,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,41,0
7152,126,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,41,0
7153,126,31,1,17,32,0,0,0,0,13,0,0,0,0,0,0,0,0,121,0,41,0
7154,126,31,1,18,33,0,0,0,2,1,0,0,0,0,0,0,0,0,121,3,41,2
7155,126,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,121,6,80,0
7156,126,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,80,0
7157,126,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1,41,0
7158,126,31,1,20,37,0,0,0,0,22,0,0,0,0,0,0,0,0,121,0,41,0
7159,126,31,1,20,37,0,0,0,0,22,0,0,0,0,0,0,0,0,121,0,41,0
7160,126,31,1,22,39,0,4,2,2,3,3,0,2,3,0,0,0,0,121,12,41,3
7161,126,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,41,0
7162,126,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,41,0
7163,126,31,1,29,46,0,0,2,0,0,0,0,0,0,0,0,0,0,121,0,41,0
7164,126,31,1,29,47,0,0,2,0,5,5,0,0,5,0,0,0,0,121,3,41,3
7165,126,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,41,0
7166,126,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,41,0
7167,126,31,1,31,50,0,0,0,8,5,2,0,0,2,0,0,0,0,121,9,41,2
7168,126,31,1,32,51,0,0,0,1,2,5,0,0,5,0,0,0,0,121,10,41,4
7169,126,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,41,0
7170,126,31,1,34,53,0,0,2,0,0,3,0,0,3,0,0,0,0,121,2,41,1
7171,126,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,41,0
7172,126,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,41,0
7173,126,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,121,2,41,1
7174,126,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1,41,1
7175,126,31,1,39,58,0,0,0,0,2,0,0,0,0,0,0,0,0,121,2,41,1
7176,126,31,1,40,59,2,0,0,1,0,0,1,0,0,0,0,0,0,121,4,41,2
7177,126,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,121,2,41,0
7178,126,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,41,0
7179,126,31,1,44,64,0,0,0,4,5,2,0,0,2,0,0,0,0,121,0,41,0
7180,126,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,41,0
7181,126,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,41,0
7182,127,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7183,127,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7184,127,31,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7185,127,31,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1
7186,127,31,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7187,127,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7188,127,31,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1
7189,127,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7190,127,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
7191,127,31,1,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7192,127,31,1,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7193,127,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7194,127,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7195,127,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7196,127,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7197,127,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7198,127,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7199,127,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7200,127,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7201,127,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7202,127,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
7203,127,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
7204,127,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
7205,127,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
7206,127,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
7207,127,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7208,127,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7209,127,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7210,127,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7211,127,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7212,127,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
7213,127,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
7214,127,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7215,127,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7216,127,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7217,127,31,1,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7218,127,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7219,127,31,1,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7220,127,31,1,29,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7221,127,31,1,29,47,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7222,127,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7223,127,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7224,127,31,1,31,50,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7225,127,31,1,32,51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7226,127,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7227,127,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7228,127,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7229,127,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7230,127,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7231,127,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7232,127,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7233,127,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7234,127,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7235,127,31,1,42,62,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7236,127,31,1,44,64,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7237,127,31,1,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7238,127,31,1,45,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
7239,128,31,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7240,128,31,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,63,2,23,0
7241,128,31,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7242,128,31,1,0,3,2,0,0,1,0,0,1,0,0,0,0,0,0,63,14,23,3
7243,128,31,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7244,128,31,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7245,128,31,1,2,6,0,2,0,3,2,1,0,1,1,0,0,0,0,63,11,23,7
7246,128,31,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7247,128,31,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,40,0
7248,128,31,1,5,10,0,0,0,0,0,4,0,0,4,0,0,0,0,63,4,23,0
7249,128,31,1,5,11,0,0,0,0,0,35,0,0,35,0,0,0,0,63,0,23,0
7250,128,31,1,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,63,7,23,0
7251,128,31,1,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7252,128,31,1,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7253,128,31,1,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7254,128,31,1,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7255,128,31,1,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7256,128,31,1,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7257,128,31,1,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,23,1
7258,128,31,1,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,23,1
7259,128,31,0,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,40,0
7260,128,31,0,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,40,0
7261,128,31,0,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,40,0
7262,128,31,0,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,40,0
7263,128,31,0,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,40,0
7264,128,31,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7265,128,31,1,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7266,128,31,1,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7267,128,31,1,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7268,128,31,1,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7269,128,31,0,19,34,0,0,0,0,0,0,0,0,0,0,0,0,0,63,3,40,3
7270,128,31,0,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,40,0
7271,128,31,1,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7272,128,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7273,128,31,1,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7274,128,31,1,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7275,128,31,1,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7276,128,31,1,25,42,2,2,0,1,3,1,1,1,1,0,0,0,0,63,2,23,2
7277,128,31,1,29,46,0,0,10,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7278,128,31,1,29,47,0,0,10,0,2,5,0,0,5,0,0,0,0,63,8,23,5
7279,128,31,1,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7280,128,31,1,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7281,128,31,1,31,50,0,2,0,0,1,0,0,1,0,0,0,0,0,63,2,23,1
7282,128,31,1,32,51,2,0,0,1,0,0,1,0,0,0,0,0,0,63,0,23,0
7283,128,31,1,33,52,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7284,128,31,1,34,53,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7285,128,31,1,35,54,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7286,128,31,1,36,55,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7287,128,31,1,37,56,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7288,128,31,1,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7289,128,31,1,39,58,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7290,128,31,1,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,23,0
7291,128,31,1,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2,23,2
