lineNum,countryCode,year,sex,sport,sportcode,goldInSport,silverInSport,bronzeInSport,goldInSportCode,silverInSportCode,bronzeInSportCode,goldInSportCodeSex,silverInSportCodeSex,bronzeInSportCodeSex,athletesBaseThisYear,athletesCodeThisYear,athletesSexThisYear,athletesBothThisYear,athletesLastYear,athletesCodeLastYear,athletesSexLastYear,athletesBothLastYear,goldThisYear,silverThisYear,bronzeThisYear
6815,119,31,1,19,36,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6816,119,31,1,20,37,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6817,119,31,1,20,37,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6818,119,31,1,22,39,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6819,119,31,1,24,41,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6820,119,31,1,25,42,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6821,119,31,1,29,46,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6822,119,31,1,29,47,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6823,119,31,1,30,48,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6824,119,31,1,30,49,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6825,119,31,1,31,50,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6826,119,31,1,32,51,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6827,119,31,1,33,52,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6828,119,31,1,34,53,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6829,119,31,1,35,54,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6830,119,31,1,36,55,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6831,119,31,1,37,56,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6832,119,31,1,38,57,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6833,119,31,1,39,58,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6834,119,31,1,40,59,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6835,119,31,1,42,61,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6836,119,31,1,42,62,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6837,119,31,1,44,64,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6838,119,31,1,45,65,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6839,119,31,1,45,66,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,2,0,0,0,0
6840,120,31,1,0,0,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6841,120,31,1,0,1,0,0,0,0,0,0,0,0,0,81,1,41,0,81,1,41,0,0,0,0
6842,120,31,1,0,2,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6843,120,31,1,0,3,0,0,0,0,0,0,0,0,0,81,2,41,1,81,2,41,1,0,0,0
6844,120,31,1,0,4,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6845,120,31,1,1,5,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6846,120,31,1,2,6,42,86,84,48,79,56,21,43,56,81,77,41,40,81,77,41,40,2,1,2
6847,120,31,1,3,7,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6848,120,31,0,4,8,0,0,0,0,0,0,0,0,0,81,0,40,0,81,0,40,0,0,0,0
6849,120,31,1,5,10,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6850,120,31,1,5,11,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6851,120,31,1,9,15,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6852,120,31,1,9,16,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6853,120,31,1,10,17,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6854,120,31,1,11,18,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6855,120,31,1,12,19,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6856,120,31,1,12,20,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6857,120,31,1,12,21,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6858,120,31,1,12,22,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6859,120,31,1,12,23,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6860,120,31,0,13,24,0,0,0,0,0,0,0,0,0,81,0,40,0,81,0,40,0,0,0,0
6861,120,31,0,13,25,0,0,0,0,0,0,0,0,0,81,0,40,0,81,0,40,0,0,0,0
6862,120,31,0,13,26,0,0,0,0,0,0,0,0,0,81,0,40,0,81,0,40,0,0,0,0
6863,120,31,0,13,27,0,0,0,0,0,0,0,0,0,81,0,40,0,81,0,40,0,0,0,0
6864,120,31,0,13,28,0,0,0,0,0,0,0,0,0,81,0,40,0,81,0,40,0,0,0,0
6865,120,31,1,14,29,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6866,120,31,1,15,30,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6867,120,31,1,16,31,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6868,120,31,1,17,32,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6869,120,31,1,18,33,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6870,120,31,0,19,34,0,0,0,0,0,0,0,0,0,81,0,40,0,81,0,40,0,0,0,0
6871,120,31,0,19,35,0,0,0,0,0,0,0,0,0,81,0,40,0,81,0,40,0,0,0,0
6872,120,31,1,19,36,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6873,120,31,1,20,37,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6874,120,31,1,20,37,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6875,120,31,1,22,39,0,0,0,0,0,0,0,0,0,81,1,41,0,81,1,41,0,0,0,0
6876,120,31,1,24,41,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6877,120,31,1,25,42,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6878,120,31,1,29,46,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6879,120,31,1,29,47,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6880,120,31,1,30,48,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6881,120,31,1,30,49,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6882,120,31,1,31,50,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6883,120,31,1,32,51,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6884,120,31,1,33,52,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6885,120,31,1,34,53,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6886,120,31,1,35,54,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6887,120,31,1,36,55,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6888,120,31,1,37,56,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6889,120,31,1,38,57,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6890,120,31,1,39,58,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6891,120,31,1,40,59,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6892,120,31,1,42,61,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6893,120,31,1,42,62,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6894,120,31,1,44,64,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6895,120,31,1,45,65,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6896,120,31,1,45,66,0,0,0,0,0,0,0,0,0,81,0,41,0,81,0,41,0,0,0,0
6897,121,31,1,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6898,121,31,1,0,1,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6899,121,31,1,0,2,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6900,121,31,1,0,3,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6901,121,31,1,0,4,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6902,121,31,1,1,5,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6903,121,31,1,2,6,0,0,0,0,0,0,0,0,0,10,10,3,3,10,10,3,3,0,0,0
6904,121,31,1,3,7,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6905,121,31,0,4,8,0,0,0,0,0,0,0,0,0,10,0,7,0,10,0,7,0,0,0,0
6906,121,31,1,5,10,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6907,121,31,1,5,11,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6908,121,31,1,9,15,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6909,121,31,1,9,16,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6910,121,31,1,10,17,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6911,121,31,1,11,18,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6912,121,31,1,12,19,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6913,121,31,1,12,20,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6914,121,31,1,12,21,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6915,121,31,1,12,22,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6916,121,31,1,12,23,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6917,121,31,0,13,24,0,0,0,0,0,0,0,0,0,10,0,7,0,10,0,7,0,0,0,0
6918,121,31,0,13,25,0,0,0,0,0,0,0,0,0,10,0,7,0,10,0,7,0,0,0,0
6919,121,31,0,13,26,0,0,0,0,0,0,0,0,0,10,0,7,0,10,0,7,0,0,0,0
6920,121,31,0,13,27,0,0,0,0,0,0,0,0,0,10,0,7,0,10,0,7,0,0,0,0
6921,121,31,0,13,28,0,0,0,0,0,0,0,0,0,10,0,7,0,10,0,7,0,0,0,0
6922,121,31,1,14,29,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6923,121,31,1,15,30,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6924,121,31,1,16,31,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6925,121,31,1,17,32,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6926,121,31,1,18,33,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6927,121,31,0,19,34,0,0,0,0,0,0,0,0,0,10,0,7,0,10,0,7,0,0,0,0
6928,121,31,0,19,35,0,0,0,0,0,0,0,0,0,10,0,7,0,10,0,7,0,0,0,0
6929,121,31,1,19,36,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6930,121,31,1,20,37,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6931,121,31,1,20,37,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6932,121,31,1,22,39,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6933,121,31,1,24,41,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6934,121,31,1,25,42,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6935,121,31,1,29,46,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6936,121,31,1,29,47,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6937,121,31,1,30,48,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6938,121,31,1,30,49,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6939,121,31,1,31,50,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6940,121,31,1,32,51,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6941,121,31,1,33,52,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6942,121,31,1,34,53,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6943,121,31,1,35,54,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6944,121,31,1,36,55,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6945,121,31,1,37,56,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6946,121,31,1,38,57,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6947,121,31,1,39,58,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6948,121,31,1,40,59,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6949,121,31,1,42,61,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6950,121,31,1,42,62,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6951,121,31,1,44,64,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6952,121,31,1,45,65,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6953,121,31,1,45,66,0,0,0,0,0,0,0,0,0,10,0,3,0,10,0,3,0,0,0,0
6954,122,31,1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6955,122,31,1,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6956,122,31,1,0,2,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6957,122,31,1,0,3,0,0,0,1,0,1,0,0,1,6,2,1,1,6,2,1,1,0,0,0
6958,122,31,1,0,4,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6959,122,31,1,1,5,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6960,122,31,1,2,6,0,0,0,0,0,0,0,0,0,6,1,1,0,6,1,1,0,0,0,0
6961,122,31,1,3,7,0,0,0,0,0,0,0,0,0,6,1,1,0,6,1,1,0,0,0,0
6962,122,31,0,4,8,0,0,0,0,0,0,0,0,0,6,0,5,0,6,0,5,0,0,0,0
6963,122,31,1,5,10,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6964,122,31,1,5,11,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6965,122,31,1,9,15,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6966,122,31,1,9,16,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6967,122,31,1,10,17,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6968,122,31,1,11,18,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6969,122,31,1,12,19,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6970,122,31,1,12,20,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6971,122,31,1,12,21,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6972,122,31,1,12,22,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6973,122,31,1,12,23,0,0,0,0,0,0,0,0,0,6,2,1,0,6,2,1,0,0,0,0
6974,122,31,0,13,24,0,0,0,0,0,0,0,0,0,6,0,5,0,6,0,5,0,0,0,0
6975,122,31,0,13,25,0,0,0,0,0,0,0,0,0,6,0,5,0,6,0,5,0,0,0,0
6976,122,31,0,13,26,0,0,0,0,0,0,0,0,0,6,0,5,0,6,0,5,0,0,0,0
6977,122,31,0,13,27,0,0,0,0,0,0,0,0,0,6,0,5,0,6,0,5,0,0,0,0
6978,122,31,0,13,28,0,0,0,0,0,0,0,0,0,6,0,5,0,6,0,5,0,0,0,0
6979,122,31,1,14,29,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6980,122,31,1,15,30,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6981,122,31,1,16,31,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6982,122,31,1,17,32,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6983,122,31,1,18,33,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6984,122,31,0,19,34,0,0,0,0,0,0,0,0,0,6,0,5,0,6,0,5,0,0,0,0
6985,122,31,0,19,35,0,0,0,0,0,0,0,0,0,6,0,5,0,6,0,5,0,0,0,0
6986,122,31,1,19,36,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6987,122,31,1,20,37,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6988,122,31,1,20,37,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6989,122,31,1,22,39,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6990,122,31,1,24,41,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6991,122,31,1,25,42,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6992,122,31,1,29,46,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6993,122,31,1,29,47,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6994,122,31,1,30,48,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6995,122,31,1,30,49,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6996,122,31,1,31,50,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6997,122,31,1,32,51,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6998,122,31,1,33,52,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
6999,122,31,1,34,53,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
7000,122,31,1,35,54,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
7001,122,31,1,36,55,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
7002,122,31,1,37,56,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
7003,122,31,1,38,57,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
7004,122,31,1,39,58,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
7005,122,31,1,40,59,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
7006,122,31,1,42,61,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
7007,122,31,1,42,62,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
7008,122,31,1,44,64,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
7009,122,31,1,45,65,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
7010,122,31,1,45,66,0,0,0,0,0,0,0,0,0,6,0,1,0,6,0,1,0,0,0,0
7011,123,31,1,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7012,123,31,1,0,1,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7013,123,31,1,0,2,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7014,123,31,1,0,3,0,0,0,0,0,0,0,0,0,7,2,4,1,7,2,4,1,0,0,0
7015,123,31,1,0,4,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7016,123,31,1,1,5,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7017,123,31,1,2,6,0,0,0,0,0,0,0,0,0,7,1,4,1,7,1,4,1,0,0,0
7018,123,31,1,3,7,0,0,0,0,0,0,0,0,0,7,1,4,0,7,1,4,0,0,0,0
7019,123,31,0,4,8,0,0,0,0,0,0,0,0,0,7,0,3,0,7,0,3,0,0,0,0
7020,123,31,1,5,10,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7021,123,31,1,5,11,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7022,123,31,1,9,15,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7023,123,31,1,9,16,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7024,123,31,1,10,17,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7025,123,31,1,11,18,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7026,123,31,1,12,19,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7027,123,31,1,12,20,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7028,123,31,1,12,21,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7029,123,31,1,12,22,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7030,123,31,1,12,23,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7031,123,31,0,13,24,0,0,0,0,0,0,0,0,0,7,0,3,0,7,0,3,0,0,0,0
7032,123,31,0,13,25,0,0,0,0,0,0,0,0,0,7,0,3,0,7,0,3,0,0,0,0
7033,123,31,0,13,26,0,0,0,0,0,0,0,0,0,7,0,3,0,7,0,3,0,0,0,0
7034,123,31,0,13,27,0,0,0,0,0,0,0,0,0,7,0,3,0,7,0,3,0,0,0,0
7035,123,31,0,13,28,0,0,0,0,0,0,0,0,0,7,0,3,0,7,0,3,0,0,0,0
7036,123,31,1,14,29,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7037,123,31,1,15,30,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7038,123,31,1,16,31,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7039,123,31,1,17,32,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7040,123,31,1,18,33,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7041,123,31,0,19,34,0,0,0,0,0,0,0,0,0,7,0,3,0,7,0,3,0,0,0,0
7042,123,31,0,19,35,0,0,0,0,0,0,0,0,0,7,0,3,0,7,0,3,0,0,0,0
7043,123,31,1,19,36,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7044,123,31,1,20,37,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7045,123,31,1,20,37,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7046,123,31,1,22,39,0,0,0,0,0,0,0,0,0,7,1,4,1,7,1,4,1,0,0,0
7047,123,31,1,24,41,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7048,123,31,1,25,42,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7049,123,31,1,29,46,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7050,123,31,1,29,47,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7051,123,31,1,30,48,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7052,123,31,1,30,49,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7053,123,31,1,31,50,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7054,123,31,1,32,51,0,0,0,0,0,0,0,0,0,7,1,4,1,7,1,4,1,0,0,0
7055,123,31,1,33,52,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7056,123,31,1,34,53,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7057,123,31,1,35,54,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7058,123,31,1,36,55,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7059,123,31,1,37,56,0,0,0,0,0,0,0,0,0,7,1,4,0,7,1,4,0,0,0,0
7060,123,31,1,38,57,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7061,123,31,1,39,58,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7062,123,31,1,40,59,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7063,123,31,1,42,61,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7064,123,31,1,42,62,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7065,123,31,1,44,64,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7066,123,31,1,45,65,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7067,123,31,1,45,66,0,0,0,0,0,0,0,0,0,7,0,4,0,7,0,4,0,0,0,0
7068,124,31,1,0,0,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7069,124,31,1,0,1,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7070,124,31,1,0,2,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7071,124,31,1,0,3,0,0,0,0,0,0,0,0,0,48,2,19,1,48,2,19,1,0,0,0
7072,124,31,1,0,4,0,0,0,0,0,0,0,0,0,48,0,19,0,48,0,19,0,0,0,0
7073,124,31,1,1,5,0,0,0,0,0,0,0,0,0,48,1,19,0,48,1,19,0,0,0,0
7074,124,31,1,2,6,0,0,0,0,0,0,0,0,0,48,3,19,2,48,3,19,2,0,0,0
